Trial,Trial Start Date,Date Collected,Starvation period,Site collected from,Urchin_serial_num,Tank,Size_cm,Notes,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,5,1,5.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,9,1,5.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,10,1,5.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,14,1,5.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,18,1,5.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,20,1,5.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,8,2,5.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,15,2,5.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,21,2,5.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,21,3,5.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,12,4,5.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,13,4,5.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,24,4,5.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,3,1,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,6,1,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,22,1,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,3,2,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,7,2,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,12,2,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,17,2,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,3,3,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,4,3,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,7,3,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,15,3,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,18,3,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,19,3,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,23,3,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,1,4,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,4,4,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,6,4,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,10,4,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,15,4,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,17,4,5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,4,1,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,11,1,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,13,1,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,16,1,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,17,1,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,19,1,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,21,1,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,5,2,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,9,2,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,10,2,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,11,2,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,16,2,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,18,2,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,20,2,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,23,2,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,1,3,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,5,3,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,8,3,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,9,3,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,11,3,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,13,3,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,14,3,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,20,3,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,22,3,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,3,4,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,5,4,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,9,4,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,18,4,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,20,4,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,21,4,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,23,4,4.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,2,1,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,12,1,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,23,1,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,4,2,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,6,2,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,14,2,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,22,2,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,2,3,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,6,3,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,10,3,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,12,3,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,16,3,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,17,3,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,24,3,4,,,,,5.5
9,8/14/23,8/10/23,4,Ellsworth Cut,7,4,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,8,4,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,11,4,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,19,4,4,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,13,2,3.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,19,2,3.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,14,4,3.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,16,4,3.5,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,2,4,3,,,,,
9,8/14/23,8/10/23,4,Ellsworth Cut,24,2,,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,4,3,6,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,3,4,6,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,5,4,5.9,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,12,4,5.9,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,10,2,5.8,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,8,3,5.8,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,19,4,5.8,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,9,1,5.7,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,17,2,5.7,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,19,3,5.7,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,20,3,5.7,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,23,2,5.6,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,5,3,5.6,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,11,4,5.6,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,5,1,5.5,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,1,2,5.5,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,3,2,5.5,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,8,2,5.5,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,17,3,5.5,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,12,2,5.4,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,6,1,5.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,8,1,5.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,13,1,5.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,5,2,5.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,7,2,5.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,18,2,5.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,24,2,5.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,2,3,5.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,11,3,5.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,14,3,5.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,21,3,5.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,17,4,5.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,1,1,5.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,14,1,5.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,15,1,5.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,15,2,5.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,9,3,5.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,12,3,5.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,22,3,5.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,24,3,5.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,18,4,5.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,16,1,5.1,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,6,2,5.1,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,22,2,5.1,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,1,4,5.1,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,23,4,5.1,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,2,1,5,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,24,1,5,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,20,2,5,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,15,3,5,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,18,3,5,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,16,4,5,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,10,1,4.9,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,21,1,4.9,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,2,2,4.9,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,3,1,4.8,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,4,1,4.8,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,23,1,4.8,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,9,2,4.8,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,3,3,4.8,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,10,4,4.8,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,20,1,4.7,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,14,2,4.7,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,6,3,4.7,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,10,3,4.7,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,13,3,4.7,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,23,3,4.7,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,2,4,4.7,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,6,4,4.7,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,22,4,4.7,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,7,1,4.6,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,8,4,4.6,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,12,1,4.5,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,11,2,4.5,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,16,2,4.5,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,21,4,4.5,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,13,2,4.4,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,14,4,4.4,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,17,1,4.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,22,1,4.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,1,3,4.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,7,3,4.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,13,4,4.3,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,19,1,4.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,4,2,4.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,19,2,4.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,21,2,4.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,4,4,4.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,9,4,4.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,24,4,4.2,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,11,1,4.1,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,18,1,4.1,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,7,4,4,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,16,3,3.8,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,15,4,3.8,,,,,
8,8/10/23,8/4/23,6,Ellsworth Cut,20,4,3.8,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,5,2,5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,8,2,5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,11,2,5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,9,3,5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,22,3,5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,3,4,5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,18,4,5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,4,2,4.5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,1,1,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,5,1,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,6,1,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,9,1,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,11,1,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,13,1,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,18,1,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,19,1,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,24,1,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,2,2,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,6,2,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,12,2,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,13,2,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,15,2,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,16,2,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,19,2,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,21,2,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,22,2,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,23,2,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,1,3,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,2,3,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,4,3,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,7,3,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,10,3,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,12,3,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,13,3,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,16,3,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,17,3,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,19,3,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,20,3,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,21,3,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,23,3,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,2,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,4,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,5,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,6,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,7,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,8,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,9,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,10,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,11,4,4,,,,,
