Date_before,Time_before,Date_after,Time_after,Trial,Treatment,Trial_Temp,Rep_per_trial,Tank,Kelp_ID ,kelp color,Kelp_weight_before_g,length before cm,Kelp_weight_after_g,Kelp_grazed_pcntchange,Kelp_diff,Upstream/Downstream,Distance from pyc,Pyc position,Pyc_distance_moved,Pcnt_time_active,Pyc_weight,Observer,Notes
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,1,1,7,Red,21.0855,20,18.6883,11.36895023,2.3972,U,3.9,10.9,7,7.69,1439.6,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,1,1,8,Red,20.4671,20,19.6454,4.014735844,0.8217,U,2.9,10.9,7,7.69,1439.6,,missing after photo
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,1,1,9,Red,28.5679,20,28.2645,1.062031161,0.3034,U,1.9,10.9,7,7.69,1439.6,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,1,1,10,Red,27.3169,20,27.4073,0,-0.0904,U,0.9,10.9,7,7.69,1439.6,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,1,1,11,Red,25.0397,20,25.3876,0,-0.3479,D,0.1,10.9,7,7.69,1439.6,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,1,1,12,Red,25.8127,20,20.7536,19.59926703,5.0591,D,1.1,10.9,7,7.69,1439.6,,
7/14/23,16:00,7/17/23,18:15,3,Control,8.5,1,2,1,Blue,30.2381,20,29.5711,2.205826424,0.667,U,4.5,5.5,0,0.00,,,
7/14/23,16:00,7/17/23,18:15,3,Control,8.5,1,2,2,Blue,28.1652,20,25.4126,9.773053271,2.7526,U,3.5,5.5,0,0.00,,,
7/14/23,16:00,7/17/23,18:15,3,Control,8.5,1,2,3,Blue,21.4774,20,13.9973,34.82777245,7.4801,U,2.5,5.5,0,0.00,,,
7/14/23,16:00,7/17/23,18:15,3,Control,8.5,1,2,4,Blue,19.0037,20,19.0306,0,-0.0269,U,1.5,5.5,0,0.00,,,
7/14/23,16:00,7/17/23,18:15,3,Control,8.5,1,2,5,Blue,19.877,20,16.1785,18.60693264,3.6985,U,0.5,5.5,0,0.00,,,
7/14/23,16:00,7/17/23,18:15,3,Control,8.5,1,2,6,Blue,17.1113,20,16.4954,3.599375851,0.6159,D,0.5,5.5,0,0.00,,,
7/14/23,16:00,7/17/23,18:15,3,Control,8.5,1,2,7,Blue,29.8349,20,28.7869,3.512664698,1.048,D,1.5,5.5,0,0.00,,,
7/14/23,16:00,7/17/23,18:15,3,Control,8.5,1,2,8,Blue,27.4189,20,27.2007,0.7958014362,0.2182,D,2.5,5.5,0,0.00,,,
7/14/23,16:00,7/17/23,18:15,3,Control,8.5,1,2,9,Blue,28.5506,20,28.6481,0,-0.0975,D,3.5,5.5,0,0.00,,,
7/14/23,16:00,7/17/23,18:15,3,Control,8.5,1,2,10,Blue,26.23,20,21.9254,16.41097979,4.3046,D,4.5,5.5,0,0.00,,,
7/14/23,16:00,7/17/23,18:15,3,Control,8.5,1,2,11,Blue,31.2147,20,31.3846,0,-0.1699,D,5.5,5.5,0,0.00,,,
7/14/23,16:00,7/17/23,18:15,3,Control,8.5,1,2,12,Blue,27.3602,20,22.5899,17.43517957,4.7703,D,6.5,5.5,0,0.00,,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,2,3,1,Green,37.8773,20,34.6575,8.500605904,3.2198,U,10.5,11.5,6,7.69,1355.57,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,2,3,2,Green,38.2048,20,38.2191,0,-0.0143,U,9.5,11.5,6,7.69,1355.57,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,2,3,3,Green,31.1125,20,30.7217,1.256086782,0.3908,U,8.5,11.5,6,7.69,1355.57,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,2,3,4,Green,30.6621,20,30.5226,0.4549590537,0.1395,U,7.5,11.5,6,7.69,1355.57,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,2,3,5,Green,32.2208,20,31.5667,2.03005512,0.6541,U,6.5,11.5,6,7.69,1355.57,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,2,3,6,Green,34.8155,20,34.8077,0.02240381439,0.0078,U,5.5,11.5,6,7.69,1355.57,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,2,3,7,Green,28.6735,20,28.0075,2.322702147,0.666,U,4.5,11.5,6,7.69,1355.57,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,2,3,8,Green,28.3357,20,27.5072,2.923873418,0.8285,U,3.5,11.5,6,7.69,1355.57,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,2,3,9,Green,31.3798,20,24.1715,22.97114704,7.2083,U,2.5,11.5,6,7.69,1355.57,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,2,3,10,Green,20.4313,20,19.8302,2.942054593,0.6011,U,1.5,11.5,6,7.69,1355.57,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,2,3,11,Green,18.7075,20,17.1827,8.150741681,1.5248,U,0.5,11.5,6,7.69,1355.57,,
7/14/23,16:00,7/17/23,18:15,3,Active ,8.5,2,3,12,Green,18.8145,20,14.3372,23.79707141,4.4773,D,0.5,11.5,6,7.69,1355.57,,
7/14/23,16:00,7/17/23,18:15,3,Caged,8.5,1,4,1,Black,17.4926,20,17.8985,0,-0.4059,U,4.5,5.5,0,0.00,1180.26,,
7/14/23,16:00,7/17/23,18:15,3,Caged,8.5,1,4,2,Black,18.5584,20,16.7595,9.693184757,1.7989,U,3.5,5.5,0,0.00,1180.26,,
7/14/23,16:00,7/17/23,18:15,3,Caged,8.5,1,4,3,Black,17.1731,20,17.5392,0,-0.3661,U,2.5,5.5,0,0.00,1180.26,,
7/14/23,16:00,7/17/23,18:15,3,Caged,8.5,1,4,4,Black,16.1673,20,16.5121,0,-0.3448,U,1.5,5.5,0,0.00,1180.26,,
7/14/23,16:00,7/17/23,18:15,3,Caged,8.5,1,4,5,Black,18.4747,20,9.5887,48.09820998,8.886,U,0.5,5.5,0,0.00,1180.26,,
7/14/23,16:00,7/17/23,18:15,3,Caged,8.5,1,4,6,Black,19.8698,20,13.5386,31.86343094,6.3312,D,0.5,5.5,0,0.00,1180.26,,
7/14/23,16:00,7/17/23,18:15,3,Caged,8.5,1,4,7,Black,18.6321,20,17.6649,5.191041267,0.9672,D,1.5,5.5,0,0.00,1180.26,,
7/14/23,16:00,7/17/23,18:15,3,Caged,8.5,1,4,8,Black,14.2422,20,14.2809,0,-0.0387,D,2.5,5.5,0,0.00,1180.26,,
7/14/23,16:00,7/17/23,18:15,3,Caged,8.5,1,4,9,Black,15.4354,20,14.7982,4.128172901,0.6372,D,3.5,5.5,0,0.00,1180.26,,
7/14/23,16:00,7/17/23,18:15,3,Caged,8.5,1,4,10,Black,26.6086,20,26.6503,0,-0.0417,D,4.5,5.5,0,0.00,1180.26,,
7/14/23,16:00,7/17/23,18:15,3,Caged,8.5,1,4,11,Black,14.5379,20,12.5853,13.43110078,1.9526,D,5.5,5.5,0,0.00,1180.26,,
7/14/23,16:00,7/17/23,18:15,3,Caged,8.5,1,4,12,Black,16.7855,20,5.279,68.55023681,11.5065,D,6.5,5.5,0,0.00,1180.26,,
7/18/23,16:00,7/21/23,18:00,4,Caged,11.2,1,1,1,Red,26.0229,20,26.5669,0,-0.544,U,4.5,5.5,0,0.00,420,,
7/18/23,16:00,7/21/23,18:00,4,Caged,11.2,1,1,2,Red,24.2942,20,20.5064,15.59137572,3.7878,U,3.5,5.5,0,0.00,420,,"Red drift weight 1.7062, red pneumatocyst 2.2774"
7/18/23,16:00,7/21/23,18:00,4,Caged,11.2,1,1,3,Red,25.4819,20,18.9093,25.79321008,6.5726,U,2.5,5.5,0,0.00,420,,
7/18/23,16:00,7/21/23,18:00,4,Caged,11.2,1,1,4,Red,23.8624,20,13.5554,43.19347593,10.307,U,1.5,5.5,0,0.00,420,,
7/18/23,16:00,7/21/23,18:00,4,Caged,11.2,1,1,5,Red,25.2988,20,22.1263,12.54012048,3.1725,U,0.5,5.5,0,0.00,420,,
7/18/23,16:00,7/21/23,18:00,4,Caged,11.2,1,1,6,Red,21.7945,20,17.5442,19.50170915,4.2503,D,0.5,5.5,0,0.00,420,,"found in cline 4, detached from chain"
7/18/23,16:00,7/21/23,18:00,4,Caged,11.2,1,1,7,Red,25.106,20,16.6138,33.82538039,8.4922,D,1.5,5.5,0,0.00,420,,found in cline 6
7/18/23,16:00,7/21/23,18:00,4,Caged,11.2,1,1,8,Red,22.975,20,23.1986,0,-0.2236,D,2.5,5.5,0,0.00,420,,
7/18/23,16:00,7/21/23,18:00,4,Caged,11.2,1,1,9,Red,23.3224,20,21.4251,8.135097589,1.8973,D,3.5,5.5,0,0.00,420,,found in cline 8
7/18/23,16:00,7/21/23,18:00,4,Caged,11.2,1,1,10,Red,19.8743,20,0,100,19.8743,D,4.5,5.5,0,0.00,420,,no after kelp (empty chain)
7/18/23,16:00,7/21/23,18:00,4,Caged,11.2,1,1,11,Red,22.6889,20,14.0498,38.07632807,8.6391,D,5.5,5.5,0,0.00,420,,missing before picture
7/18/23,16:00,7/21/23,18:00,4,Caged,11.2,1,1,12,Red,22.0294,20,13.866,37.05684222,8.1634,D,6.5,5.5,0,0.00,420,,Drift found here - maybe from 10?
7/18/23,16:00,7/21/23,18:00,4,Control,11.2,1,2,1,Blue,23.0799,20,16.0144,30.61321756,7.0655,U,4.5,5.5,0,0.00,,,in cline 2
7/18/23,16:00,7/21/23,18:00,4,Control,11.2,1,2,2,Blue,28.0026,20,20.1453,28.05918022,7.8573,U,3.5,5.5,0,0.00,,,in cline 3
